word,frequency,example_sentence,reading,meaning,part_of_speech
ゴウタン,1,ァージニア戦が終わり、国に平穏が訪れるとドラケンガルド王から正式に婚姻の申し出がありこれを承諾する以来、コルニアとドラケンガルドの橋渡し役となり、友好の象徴として両国民から愛されたその豪胆な人柄と鮮やかな剣の腕から不撓の戦妃と称されている。,,,
ワケヘダテル,1,モラード獅子族の生き残りである彼は多くのバストリアスの民に望まれ王に即位することを決心する人と獣人、どちらをも知る彼は両者を分け隔てなく尊重しすべての種族から支持される名実ともに真の獅子王となった。,,,
ガン,1,ラモーナゼノイラを退けたあとも、雪花団を指揮し傷ついた獣人の保護や国、里の復興を先導千里眼の賢人と称えられた新たな国王の執政を支えバストリアスの繁栄と諸外国との交流に生涯を捧げたという。,,＝ゲント.,
ディアー,1,アタシはリューディアの娘リディエルだ。,,,
ユウスル,1,それは即ち、聖所が有する役割の一つが破壊されたということ。,,,
チノウミ,1,城下は血の海だ。,,,
ショクン,1,諸君らの活躍によりゼノイラの民がフェブリスに蘇ろうとしている。,,,
マサシイ,1,大陸が正しき所有者の手に戻る日が来たのだ。,,,
ショユウ,1,大陸が正しき所有者の手に戻る日が来たのだ。,,,
シアゲ,1,時は満ちたいよいよ最後の仕上げだ。,,,
ハッショウ,1,その経緯を語るにはパレィア正教発祥以前に遡る。,,,
ココロミル,1,アルビオンの民を使って実験を試みた。,,,
ウミダス,1,結果生み出されたのが天使と呼ばれている者たちだ。,,,
ケンゲン,1,だが、翼が顕現した以外に力は無く魔術師らにとっては失敗作だった。,,,
シュクスル,1,その後幾度と繰り返された実験で聖なる力を宿せたのは一度きり。,,,
シソ,1,まさかそれがパレィア正教の始祖様。,,,
エンロ,1,この雪の大地へ遠路はるばるよくぞやってきた。,,,
ジヒビキ,1,地響き。,,,
シツヨウ,1,ゼノイラは支配の術を使わずその石を執拗に狙っていた。,,,
サヨウ,1,作用を逆転させ元に戻ることはできたようだ。,,,
カケハナレル,1,人とかけ離れた存在である獣人に降霊術は通じない。,,,
イチヤ,1,ゼノイラはかつて一夜にして滅んだ古代の王国なぜその民の魂を。,,,
ガイカイ,1,外界に干渉できずただ空を漂い続けるその苦しみは想像を絶した。,,,
ゼッスル,1,外界に干渉できずただ空を漂い続けるその苦しみは想像を絶した。,,,
トリツク,1,心の弱い者は狂気に取り憑かれやがて悪霊となる者も現れた。,,,
ダンゼツ,1,そうだ奴は幽世と現世を断絶する封印を破壊した。,,,
テンサイ,1,天才魔術師そう呼ぶのがふさわしい稀な才能を持つ魔術師だった。,,,
オヨソ,1,だが、およそ常識や倫理観を持ち合わせていない男でもあった。,,,
リンリ,1,だが、およそ常識や倫理観を持ち合わせていない男でもあった。,,,
ザンサツ,1,ゼノイラ兵が城下の民を惨殺し始めました。,,,
ジョウテン,1,母上天上よりお力をお貸しください。,,,
コウアン,1,禁忌を踏み越えた術も多く考案し降霊術もそのひとつだ。,,,
チジョク,1,自らへの恥辱と怒りに耐えかねせめてもの償いと足掻いたが。,,,
ナンタル,1,なんたる醜態申し開きもできません。,,,
895,1,聖暦895年。,,,
キュウシュウ,1,謀反を起こし王都グランコリヌを急襲した。,,,
アエナイ,1,あえなく全滅。,,,
コクリョウ,1,ァルモア将軍の手の届かぬアルビオン教国領。,,,
オチノビル,1,パレィア島へと落ち延びたのであった。,,,
アエグ,1,人々は圧政にあえぐなか、ただ天を仰ぐ他なかった。,,,
ホロビ,1,だが奴の目当ては私の首だ滅びの運命は私が引き受ける。,,,
ツブ,1,ジョセフあの一粒種が逆境に負けず咲き誇れるか、見届けてやってくれ。,,,
サンダツ,1,ァルモア将軍王位簒奪の末に何を望む。,,,
テハジメ,1,その儀式の第一段階として手始めに貴様らを喚び寄せた。,,,
コガス,1,ならばわが身を焦がす憤怒の炎を槍にまとわせ過去の自分を殺すのみ。,,,
ニゲオチル,1,逃げ落ちた十年前のあの日を一日たりとも忘れるはずがありません。,,,
カチアガル,1,勝ち上がってきな。,,,
オニ,1,いざ、地獄の鬼と相見えん。,,,
ジョウブツ,1,アンタら、やってくれたねクソ爺ィめ、成仏しやがったハハ。,,,
シナス,1,子を産んでは死なされ才無しと見れば容赦なく捨てられる。,,,
サズカル,1,爺ィは肺を患いさらに男子を授からなくなった。,,,
ワズライ,1,肺患いは、死にいたる病だよな。,,,
オフ,1,闘技場のオフラインバトルを制覇したことで真のランキングに挑めるようになりました。,◧オフ会,1 〔電源を切った状態〕 off.,電算
セイハ,1,闘技場のオフラインバトルを制覇したことで真のランキングに挑めるようになりました。,,,
ランキング,1,闘技場のオフラインバトルを制覇したことで真のランキングに挑めるようになりました。,,〔順位〕 (a) ranking.,
シュクメイ,1,とにかく、呪われた宿命を終わらせてくれたのはアンタらだ。,,,
ダイオン,1,大恩ができちまったなアレインアタイもついてくよ。,,【物】 〔電荷・磁荷をもつ〕 a dyon.,物
フミコエル,1,禁忌を踏み越えた術も多く考案し降霊術もそのひとつだ。,,,
ジッタイ,1,奴はゼノイラの滅亡後も長い時をかけ現世に自らの実体を編み出したのだ。,,,
ラモーナゼノイラ,1,ラモーナゼノイラを退けたあとも、雪花団を指揮し傷ついた獣人の保護や国、里の復興を先導千里眼の賢人と称えられた新たな国王の執政を支えバストリアスの繁栄と諸外国との交流に生涯を捧げたという。,,,
メイショ,1,ウメルス戦後、騎士として教会を守る傍ら植物の研究と花園作りに打ち込む彼女の手掛けた美しい花園は後にアルビオンの新たな名所として注目された花園にスカーレットを招き二人で昔を懐かしむこともあったという。,,,
カキカエル,1,術式が書き換えられただと。,,,
フンセン,1,イレニア女王、奮戦は認めるがそれもここまで。,,,
ルモア,1,油断したなァルモアよ。,,,
ヒキアワセ,1,解放軍との引き合わせでも請うとしようか。,,,
キョウテン,1,オクリース戦後、騎士団を辞すると、剣を教典に持ちかえパレィア正教の教えを説く使者として縁の深いコルニアの教会に腰を落ち着けた天使でありながら、人間に寄り添う彼女はコルニアの天使として厚い信頼を寄せられたが悪を許さぬ厳しい姿勢は剣を持たない今も健在だという。,,,
