sentence,cleaned_sentence
でも…なぜかしら、@w(40)たまに陽の光が すごく、すごく心地いいの。,でもなぜかしら、40たまに陽の光がすごく、すごく心地いいの。
自分にないものに惹かれる… ってやつか？…少しわかるぜ。,自分にないものに惹かれるってやつか少しわかるぜ。
つーかもう暑すぎる！限界だ！ 日陰に入って氷菓子を食うぜ、俺は！。,つーかもう暑すぎる限界だ日陰に入って氷菓子を食うぜ、俺は。
まったく便利なもんだよな 精霊ってのはよ。,まったく便利なもんだよな精霊ってのはよ。
氷菓子…少し汗かいちゃったし それもいいわね。,氷菓子少し汗かいちゃったしそれもいいわね。
もちろん ご馳走してくれるわよね？マゼラン。,もちろんご馳走してくれるわよねマゼラン。
ずっと後をつけてるが… なんか用かい？ダイナさんよ。,ずっと後をつけてるがなんか用かいダイナさんよ。
私の尾行に気づいてたとはね…。,私の尾行に気づいてたとはね。
こんな時間に 一人で抜け出して何してるんだい？。,こんな時間に一人で抜け出して何してるんだい。
…ここは昔、仲間たちと夜な夜な 夢を語り合った思い出の場所でな。,ここは昔、仲間たちと夜な夜な夢を語り合った思い出の場所でな。
あのころを思い出すと ついここに来ちまうのさ。,あのころを思い出すとついここに来ちまうのさ。
…ずいぶんと仲間を 大事にしてたみたいだね。,ずいぶんと仲間を大事にしてたみたいだね。
そうだ、仲間は何よりも大事だ ときには自分の命よりもな…。,そうだ、仲間は何よりも大事だときには自分の命よりもな。
…種族が違っても 同じことが言えるのかい？。,種族が違っても同じことが言えるのかい。
私はまだ、人間を心の底から 信頼することはできない…。,私はまだ、人間を心の底から信頼することはできない。
俺らはこの砂漠で生まれ。,俺らはこの砂漠で生まれ。
その瞬間から よその連中に蔑まれてきた。,その瞬間からよその連中に蔑まれてきた。
おまけにこの厳しい環境だ… 死んじまった仲間もたくさんいる。,おまけにこの厳しい環境だ死んじまった仲間もたくさんいる。
生き抜くだけで精一杯だった… 種族がどうとか考えたこともねえ。,生き抜くだけで精一杯だった種族がどうとか考えたこともねえ。
…！。,。
お前さんにも いろいろと過去があるだろう。,お前さんにもいろいろと過去があるだろう。
許せねえ人間もいただろう。,許せねえ人間もいただろう。
今すぐに信じてくれなんて言わねえよ 信頼は行動で得るもんだしな。,今すぐに信じてくれなんて言わねえよ信頼は行動で得るもんだしな。
しっかりと見ててくれ それからでいい。,しっかりと見ててくれそれからでいい。
種族がどうとか考えたこともない…か。,種族がどうとか考えたこともないか。
さっきの言葉は 少しは信頼に足ると感じたよ。,さっきの言葉は少しは信頼に足ると感じたよ。
それに、あんたのその目に 偽りは感じない。,それに、あんたのその目に偽りは感じない。
私も行動で…信頼を得る。,私も行動で信頼を得る。
ああ。,ああ。
この場所にもう一つ 思い出ができちまったな。,この場所にもう一つ思い出ができちまったな。
アレインは私のこと 好き、嫌い、好き、嫌い…#w(20)好き…#w(30)嫌い。,アレインは私のこと好き、嫌い、好き、嫌い好き嫌い。
…#w(20)はぁ、どうして何度やっても 嫌いになるのかしら…。,はぁ、どうして何度やっても嫌いになるのかしら。
我が国の花を一心不乱に千切り捨て いったい何をされているのですか…。,我が国の花を一心不乱に千切り捨ていったい何をされているのですか。
きゃあっ！ エ、エルトリンデ…。,きゃあっエ、エルトリンデ。
その…せっかくだからこの国の花で 花占いをしようと思っただけよ。,そのせっかくだからこの国の花で花占いをしようと思っただけよ。
花占い、ですか？。,花占い、ですか。
花びらを一枚ずつ千切る時に 好き、嫌いと交互に言って…。,花びらを一枚ずつ千切る時に好き、嫌いと交互に言って。
最後の一枚の時に言った方が 結果になる占いよ。,最後の一枚の時に言った方が結果になる占いよ。
なるほど…#w(20)スカーレット様 申し上げにくいのですが。,なるほどスカーレット様申し上げにくいのですが。
花は種類によって花弁の数が 決まっていますから…。,花は種類によって花弁の数が決まっていますから。
同じ花で何度やろうとも 同じ結果になるかと思いますよ。,同じ花で何度やろうとも同じ結果になるかと思いますよ。
ですから、良い結果を得たい場合は 必ず好きで終わる花…つまり。,ですから、良い結果を得たい場合は必ず好きで終わる花つまり。
花弁が奇数のものを 選ぶとよいということです。,花弁が奇数のものを選ぶとよいということです。
エルトリンデ… 本気で言ってるの？。,エルトリンデ本気で言ってるの。
初めから結果がわかっていたら 占いの意味がないじゃない。,初めから結果がわかっていたら占いの意味がないじゃない。
…それはそのとおりですが。,それはそのとおりですが。
貴方は良い結果を得るために 花占いをしていたのでは…？。,貴方は良い結果を得るために花占いをしていたのでは。
それで悪い結果が出ては お辛いでしょう。,それで悪い結果が出てはお辛いでしょう。
もしくは、占い自体に 意味を見出しているのなら…。,もしくは、占い自体に意味を見出しているのなら。
